Reports,No Finding,Enlarged Cardiomediastinum,Cardiomegaly,Lung Lesion,Lung Opacity,Edema,Consolidation,Pneumonia,Atelectasis,Pneumothorax,Pleural Effusion,Pleural Other,Fracture,Support Devices
hazy bibasilar opacities may represent ground-glass opacities or atelectasis .,,,,,1,,,,-1,,,,,
hazy bibasilar parenchymal opacities may represent areas of aspiration or consolidation .,,,,,1,,-1,,,,,,,
hazy bibasilar parenchymal opacities may represent aspiration or atelectasis .,,,,,1,,,,-1,,,,,
"hazy bibasilar pulmonary opacities , maybe due to atelectasis .",,,,,-1,,,,1,,,,,
hazy bilateral basilar parenchymal opacities .,,,,,1,,,,,,,,,
hazy bilateral basilar opacities maybe due to atelectasis or edema,,,,,1,,,,,,,,,
hazy bilateral opacities likely represent pulmonary edema .,,,,,1,1,,,,,,,,
hazy bilateral opacities may represent consolidation or edema .,,,,,1,-1,-1,,,,,,,
hazy bilateral opacities may represent pulmonary edema .,,,,,1,-1,,,,,,,,
hazy bilateral opacities may represent pulmonary edema or ground-glass opacities .,,,,,1,-1,,,,,,,,
"hazy bilateral parenchymal opacities , greater on the left , may represent areas of consolidation or ground-glass opacity .",,,,,1,,-1,,,,,,,
hazy bilateral parenchymal opacities and peribronchial thickening likely represents pulmonary edema .,,,,,1,1,,,,,,,,
hazy bilateral parenchymal opacities and peribronchial thickening may represent ground-glass opacities or edema .,,,,,1,-1,,,,,,,,
"hazy bilateral parenchymal opacities favored to represent pulmonary edema , though this could also represent consolidation .",,,,,1,1,-1,,,,,,,
hazy bilateral parenchymal opacities likely represent edema .,,,,,1,1,,,,,,,,
hazy bilateral parenchymal opacities likely represent pulmonary edema .,,,,,1,1,,,,,,,,
hazy bilateral parenchymal opacities may represent areas of atelectasis or edema .,,,,,1,-1,,,-1,,,,,
"hazy bilateral parenchymal opacities may represent consolidation , atelectasis or pulmonary edema .",,,,,1,-1,-1,,-1,,,,,
hazy bilateral parenchymal opacities may represent ground-glass opacity or edema .,,,,,1,-1,,,,,,,,
hazy bilateral parenchymal opacities may represent mild interstitial pulmonary edema .,,,,,1,-1,,,,,,,,
hazy bilateral pulmonary opacities .,,,,,1,,,,,,,,,
hazy bilateral pulmonary opacities maybe due to edema or infection .,,,,,1,-1,,-1,,,,,,
hazy bilateral reticular opacities may represent edema .,,,,,1,-1,,,,,,,,
hazy bilateral subsegmental-sized opacities which may represent areas of atelectasis or consolidation .,,,,,1,,-1,,-1,,,,,
"hazy diffuse parenchymal opacities likely represent pulmonary edema , less likely infectious consolidation .",,,,,1,1,1,1,,,,,,
hazy ground-glass opacities at the right lung base versus subsegmental atelectasis .,,,,,1,,,,-1,,,,,
hazy ground-glass opacities in the right upper lobe .,,,,,1,,,,,,,,,
hazy left basilar opacity .,,,,,1,,,,,,,,,
hazy left basilar parenchymal opacity may represent consolidation or atelectasis .,,,,,1,,-1,,-1,,,,,
hazy left lower lung zone opacity .,,,,,1,,,,,,,,,
hazy left lung opacity could represent pleural effusion versus overlying soft tissue .,,,,,1,,,,,,-1,,,
hazy linear opacities in the lung bases may represent ground-glass opacity or atelectasis .,,,,,1,,,,-1,,,,,
hazy opacities are seen in the left lung and right lung base .,,,,,1,,,,,,,,,
hazy opacities at both lung bases may represent atelectasis and effusion although consolidation is possible .,,,,,1,,-1,,-1,,-1,,,
hazy opacities at the lung bases could represent pleural effusion and / or atelectasis .,,,,,1,,,,-1,,-1,,,
"hazy opacities in the left lung base , and to a lesser extent in the right lung base , may represent aspiration .",,,,,1,,,,,,,,,
hazy opacities in the left lung base may represent areas of subsegmental atelectasis or consolidation .,,,,,1,,-1,,-1,,,,,
hazy opacities in the left lung base may represent ground-glass opacity or atelectasis .,,,,,1,,,,-1,,,,,
hazy opacities in the left mid-lower lung may represent areas of atelectasis .,,,,,1,,,,-1,,,,,
hazy opacities in the lung bases .,,,,,1,,,,,,,,,
hazy opacities in the lung bases likely represent atelectasis .,,,,,1,,,,1,,,,,
hazy opacities in the lung bases may represent areas of atelectasis or ground-glass opacity .,,,,,1,,,,-1,,,,,
hazy opacities projecting over the lung bases may represent atelectasis or consolidation .,,,,,1,,-1,,-1,,,,,
hazy opacities the lung bases may represent areas of atelectasis or consolidation .,,,,,1,,-1,,-1,,,,,
"hazy opacities throughout the left mid-lower lung , and band-like region of opacity within the right upper lung .",,,,,1,,,,,,,,,
hazy opacities within the bilateral infrahilar regions .,,,,,1,,,,,,,,,
hazy opacity in the left lung base may represent a combination of parenchymal abnormality and pleural fluid .,,,,,1,,,,,,-1,,,
hazy opacity in the left mid and lower lung may represent atelectasis or consolidation .,,,,,1,,-1,,-1,,,,,
hazy opacity in the left suprahilar lung may represent ground-glass opacity .,,,,,1,,,,,,,,,
hazy opacity in the medial right lung base .,,,,,1,,,,,,,,,
hazy opacity in the right lung base likely represents subsegmental atelectasis .,,,,,1,,,,1,,,,,
hazy opacity in the right lung base may represent parenchymal abnormality or overlying right breast tissue .,,,,,1,,,,,,,,,
hazy opacity in the right upper lobe could also represent atelectasis versus asymmetric edema .,,,,,1,-1,,,-1,,,,,
hazy opacity overlying the left lung maybe due to a layering effusion .,,,,,1,,,,,,1,,,
"hazy opacity projecting over the right hemithorax , maybe due to atelectasis , ground-glass opacities , or consolidation .",,,,,1,,-1,,1,,,,,
hazy opacity within the periphery of the right lung .,,,,,1,,,,,,,,,
hazy parenchymal opacities within the mid and lower lungs .,,,,,1,,,,,,,,,
hazy parenchymal opacity in the lateral lower left lung .,,,,,1,,,,,,,,,
hazy parenchymal opacity in the left lung base may represent consolidation or atelectasis .,,,,,1,,-1,,-1,,,,,
hazy parenchymal opacity in the left mid-lower lung may represent atelectasis or consolidation .,,,,,1,,-1,,-1,,,,,
hazy peribronchial opacities may represent pulmonary edema or airway wall thickening .,,,,,1,-1,,,,,,,,
hazy perihilar and reticular opacities likely represent pulmonary edema .,,,,,1,1,,,,,,,,
hazy perihilar opacities and peribronchial cuffing .,,,,,1,,,,,,,,,
hazy perihilar opacities maybe due to pulmonary edema .,,,,,1,1,,,,,,,,
hazy right basilar opacity likely represents compressive atelectasis .,,,,,1,,,,1,,,,,
hazy right costophrenic opacities consistent with layering pleural effusion versus airspace opacity .,,,,,1,,,,,,-1,,,
hazy right perihilar opacities maybe due to edema .,,,,,1,1,,,,,,,,
hazy right pulmonary opacity .,,,,,1,,,,,,,,,
hazy subsegmental-size parenchymal opacities in the lower lungs may represent areas of pulmonary edema or atelectasis .,,,,,1,-1,,,-1,,,,,
head position limits evaluation of the apices .,1,,,,,,,,,,,,,
head position limits evaluation of the lung apices .,1,,,,,,,,,,,,,
head position limits evaluation of the right apex .,1,,,,,,,,,,,,,
healed fracture is present in the posterior arch of the right fifth rib .,,,,,,,,,,,,,1,
healed fracture is present in the posterior-lateral left second rib .,,,,,,,,,,,,,1,
healed fracture is present in the posterolateral portion of the right fifth rib .,,,,,,,,,,,,,1,
healed left clavicle fracture is present .,,,,,,,,,,,,,1,
healed left second rib fracture noted .,,,,,,,,,,,,,1,
heart and mediastinal contours are normal .,1,0,,,,,,,,,,,,
heart and pulmonary vessels are normal .,1,,,,,,,,,,,,,
heart cannot be assessed because of the low lung volumes .,1,,,,,,,,,,,,,
heart is likely normal in size .,1,,,,,,,,,,,,,
heart is normal in size .,1,,,,,,,,,,,,,
heart is normal size .,1,,,,,,,,,,,,,
heart size appears normal .,1,,0,,,,,,,,,,,
heart size appears upper limits of normal .,,,1,,,,,,,,,,,
heart size appears within normal limits .,1,,0,,,,,,,,,,,
heart size appears within normal limits although the right cardiac border is obscured .,1,,0,,,,,,,,,,,
heart size appears within normal limits but partially obscured by left basilar consolidation .,,,1,,,,-1,,,,,,,
heart size cannot be assessed .,,,1,,,,,,,,,,,
heart size cannot be evaluated .,,,1,,,,,,,,,,,
heart size is difficult to assess due to the bibasilar opacities .,,,1,,1,,,,,,,,,
heart size is enlarged .,,,1,,,,,,,,,,,
heart size is mildly enlarged .,,,1,,,,,,,,,,,
heart size is normal .,1,,0,,,,,,,,,,,
heart size is normal for portable technique .,1,,0,,,,,,,,,,,
heart size is upper limits of normal .,,,1,,,,,,,,,,,
heart size normal .,1,,0,,,,,,,,,,,
heart size normal allowing for mildly rotated position .,,,1,,,,,,,,,,,
heart size normal allowing for rotated position .,,,1,,,,,,,,,,,
"heart size upper limits of normal , probable cardiac fat pad .",,,1,,,,,,,,,,,
heart size upper limits of normal .,,,1,,,,,,,,,,,
heart size upper limits of normal for low lung volumes .,,,1,,,,,,,,,,,
heart size upper limits of normal for portable supine technique .,,,1,,,,,,,,,,,
heart size upper limits of normal for portable technique .,,,1,,,,,,,,,,,
heart size upper limits of normal size .,,,1,,,,,,,,,,,
heart size within normal limits .,1,,0,,,,,,,,,,,
heart size within normal limits for low lung volumes .,1,,0,,,,,,,,,,,
heart size within normal limits for portable technique .,1,,0,,,,,,,,,,,
heart size within normal limits for supine technique .,1,,0,,,,,,,,,,,
heterogeneous right basal opacity .,,,,,1,,,,,,,,,
"high attenuation objects project over the left arm and left upper quadrant of the abdomen , consistent with foreign bodies .",1,,,,,,,,,,,,,
high density right hilar lesion likely represents a calcified lymph node .,,,,,,,,,,,,,,
"high density right lower lobe nodule , maybe due to a granuloma .",,,,1,,,,,,,,,,
high lung volumes .,1,,,,,,,,,,,,,
high lung volumes and mildly flattened hemidiaphragms may represent chronic obstructive lung disease .,1,,,,,,,,,,,,,
high lung volumes and paucity of pulmonary vessel markings in the upper lungs may represent emphysema .,,,,,,,,,,,,,,
high lung volumes without flattening of the hemidiaphragms may represent strong inspiration versus obstructive lung disease .,1,,,,,,,,,,,,,
hila are elevated .,1,,,,,,,,,,,,,
hyperexpanded lungs .,1,,,,,,,,,,,,,
"hyperexpansion of the lungs , maybe due to emphysema .",,,,,,,,,,,,,,
"i do not know if this is lung consolidation or chronic , diffuse infiltrative parenchymal lung disease .",,,,,,,-1,,,,,,,
i do not see an acute rib fracture .,,,,,,,,,,,,,1,
iabp device is reasonable in position .,1,,,,,,,,,,,,,1
"iabp tip projects at the level of the superior wall of the aortic arch , recommend withdrawing approximately one to 2 centimeters .",1,,,,,,,,,,,,,
iatrogenic device overlies the left axillary region .,1,,,,,,,,,,,,,1
iatrogenic device overlies the left hemithorax .,1,,,,,,,,,,,,,1
iatrogenic device overlies the right cardiac border .,1,,,,,,,,,,,,,1
iatrogenic material in the upper abdomen .,1,,,,,,,,,,,,,
iatrogenic material overlies the chest .,1,,,,,,,,,,,,,
iatrogenic material overlies the left lung base .,1,,,,,,,,,,,,,
iatrogenic material overlies the right hemithorax .,1,,,,,,,,,,,,,
iatrogenic material overlies the right lung .,1,,,,,,,,,,,,,
iatrogenic material overlies the right upper chest .,1,,,,,,,,,,,,,
iatrogenic material projects over the soft tissues of the left lower neck .,1,,,,,,,,,,,,,
"ill-defined , nodular opacity is present in the right lung apex .",,,,1,1,,,,,,,,,
"ill-defined , subsegmental-sized opacities are present throughout both lungs .",,,,,1,,,,,,,,,
ill-defined nodular opacity projects between the posterolateral right sixth and seventh ribs .,,,,1,1,,,,,,,,,
ill-defined opacity is present in the anterior segment of right upper lobe .,,,,,1,,,,,,,,,
incidental note of barium versus oral contrast material projecting over the stomach or bowel in the left upper abdomen .,1,,,,,,,,,,,,,
increased lucency in the upper lungs with architectural distortion like representing emphysema .,,,,,,,,,,,,,,
increased vascularity and diffuse mild reticular opacities likely represents pulmonary edema .,,,,,1,1,,,,,,,,
inferior approach catheter projecting over the expected course of the ivc with tip folded upon itself projecting over the svc .,1,,,,,,,,,,,,,1
intact effusion device is present in the lower cervical spine .,,,,,,,,,,,1,,,1
intact fixation plate is present in the lower cervical spine .,1,,,,,,,,,,,,,1
intact fusion hardware is present in the lower cervical and upper thoracic spine .,1,,,,,,,,,,,,,1
intact median sternotomy wires .,1,,,,,,,,,,,,,
intact mid thoracic spine stabilization hardware is intact .,1,,,,,,,,,,,,,1
intact midline sternotomy wires .,1,,,,,,,,,,,,,
intact pacemaker lead is located in right ventricle .,1,,,,,,,,,,,,,1
intact pacemaker leads are located in right atrium and right ventricle .,1,,,,,,,,,,,,,1
"intact pacemaker leads are located in the right atrium , right ventricle , and a coronary vein .",1,,,,,,,,,,,,,1
intact pacemaker leads are located in the right atrium and right ventricle .,1,,,,,,,,,,,,,1
intact spine fixation rods are present .,1,,,,,,,,,,,,,
intact sternal wires and multiple mediastinal surgical clips suggestive of a cabg .,1,,,,,,,,,,,,,
"intact sternotomy wires , left pectoral dual-chamber cardiac pacemaker .",1,,,,,,,,,,,,,1
"intact sternotomy wires , mediastinal surgical clips and coronary bypass graft markers .",1,,,,,,,,,,,,,1
"intact sternotomy wires , post-surgical changes of a cabg .",1,,,,,,,,,,,,,
intact sternotomy wires .,1,,,,,,,,,,,,,
intact sternotomy wires and mediastinal surgical clips .,1,,,,,,,,,,,,,
intact sternotomy wires with superior wire fragment .,1,,,,,,,,,,,,,
intact sternotomy wires without comparison for alignment .,1,,,,,,,,,,,,,
internal cavitation is likely present .,1,,,,,,,,,,,,,
interstitial edema is present in the right lower lung .,,,,,,1,,,,,,,,
interstitial edema is questionably present in the right lung apex .,,,,,,1,,,,,,,,
interstitial pulmonary edema .,,,,,,1,,,,,,,,
interstitial thickening and peribronchovascular thickening compatible with mild interstitial pulmonary edema .,,,,,,1,,,,,,,,
irregular narrowing of pulmonary vessels is questionably present in the right upper lobe .,1,,,,,,,,,,,,,
irregular nodular density projects over the left upper lung and may represent a pulmonary nodule or an osseous bone island .,,,,1,,,,,,,,,,
irregular opacities in the bilateral suprahilar regions with associated volume loss .,,,,,1,,,,,,,,,
it is likely that calcifications are present in small right paratracheal mediastinal lymph nodes .,,,,,,,,,,,,,,
it may represent a mass .,,,,-1,,,,,,,,,,
ivc approach cannula tip projects over the hepatic ivc .,1,,,,,,,,,,,,,1
ivc filter is present adjacent to l2 / l3 .,1,,,,,,,,,,,,,
jugular vein catheter terminates in the upper third of svc .,1,,,,,,,,,,,,,1
large air fluid level containing structure in the inferior mediastinum compatible with large hiatal hernia .,,1,,,,,,,,,,,,
large air-containing hiatal hernia .,,,,,,,,,,,,,,
"large bilateral pleural effusions with probable adjacent atelectasis , obscuring mediastinal contours .",,-1,,,,,,,-1,,-1,,,
large cardiac silhouette .,,,1,,,,,,,,,,,
large esophageal hiatus hernia is present .,,,,,,,,,,,,,,
large hiatal hernia is present .,,,,,,,,,,,,,,
large layering pleural effusion versus consolidation or mass in the right lung .,,,,-1,,,-1,,,,-1,,,
large left pleural effusion .,,,,,,,,,,,1,,,
large left pleural effusion is present .,,,,,,,,,,,1,,,
large left pleural effusion silhouetting the left cardiac border .,,,,,,,,,,,1,,,
large left pleural effusion with probable adjacent atelectasis .,,,,,,,,,-1,,1,,,
large left pleural effusion with superimposed probable atelectasis .,,,,,,,,,-1,,1,,,
